Num  Name,Epoch,q,e,i,w,Node,Tp,Ref,
C/1664 W1,-70838,1.02553,1,158.697,310.675,86.053,16641204.98,SAO,_2008
C/1665 F1,-70697,0.10649,1,103.893,156.087,232.696,16650424.72,SAO,_2008
C/1668 E1,-69658,0.0666,1,144.381,109.813,3.215,16680228.08,SAO,_2008
C/1672 E1,-68194,0.69546,1,82.972,109.524,302.691,16720301.95,SAO,_2008
C/1677 H1,-66302,0.28059,1,100.928,99.162,241.316,16770506.53,SAO,_2008
C/1680 V1,-65000,0.006222,0.999986,60.6784,350.6128,276.6339,16801218.49,SAO,_2008
C/1683 O1,-64043,0.55958,1,96.738,87.81,177.835,16830713.59,SAO,_2008
C/1684 N1,-63712,0.95827,1,65.424,330.3,272.598,16840608.76,SAO,_2008
C/1686 R1,-62883,0.33602,1,34.969,81.913,358.443,16860916.33,SAO,_2008
C/1689 X1,-61711,0.06443,1,63.204,78.134,283.754,16891130.66,SAO,_2008
C/1695 U1,-59558,0.0423,1,93.589,59.117,286.018,16951023.77,SAO,_2008
C/1698 R1,-58468,0.72865,1,169.094,151.384,70.282,16981017.52,SAO,_2008
C/1699 D1,-58380,0.74862,1,109.424,109.524,325.886,16990113.9,SAO,_2008
C/1701 U1,-57373,0.5926,1,138.37,164.95,302.81,17011017.91,SAO,_2008
C/1702 H1,-57226,0.64683,1,4.375,309.637,193.294,17020314.11,SAO,_2008
C/1706 F1,-55807,0.42686,1,55.27,59.434,17.281,17060130.71,SAO,_2008
C/1707 W1,-55127,0.85904,1,88.646,27.161,56.916,17071212.49,SAO,_2008
C/1718 B1,-51440,1.02543,1,148.838,6.309,131.903,17180115.41,SAO,_2008
C/1723 T1,-49358,0.99879,1,130.028,331.38,18.102,17230928.13,SAO,_2008
C/1729 P1,-47269,4.05054,1,77.095,10.403,314.393,17290616.65,SAO,_2008
C/1733 K1,-45850,0.10297,1,23.792,187.891,271.052,17330506.16,SAO,_2008
C/1737 C1,-44484,0.22282,1,18.326,99.461,230.12,17370130.85,SAO,_2008
C/1739 K1,-43616,0.67358,1,124.26,104.752,211.044,17390617.92,SAO,_2008
C/1742 C1,-42649,0.76577,1,112.948,328.043,189.201,17420208.7,SAO,_2008
C/1743 C1,-42313,0.83818,1,2.28,26.25,70.302,17430111.35,SAO,_2008
C/1743 Q1,-42060,0.52299,1,134.415,119.047,9.633,17430921.15,SAO,_2008
C/1743 X1,-41897,0.222209,1,47.1417,151.4855,49.2966,17440301.84,SAO,_2008
C/1746 P1,-40800,2.19859,1,100.857,230.291,150.849,17470303.92,SAO,_2008
C/1748 H1,-40378,0.84067,1,94.535,17.828,236.381,17480429.31,SAO,_2008
C/1748 K1,-40327,0.62536,1,67.083,245.668,36.644,17480619.39,SAO,_2008
C/1750 C1,-39713,0.2,1,132,285,303,17500223,SAO,_2008
C/1757 R1,-36915,0.33738,1,12.828,268.69,217.677,17571021.83,SAO,_2008
C/1758 K1,-36682,0.21535,1,68.3,36.771,234.213,17580611.64,SAO,_2008
C/1760 A1 (Great comet),-36129,0.96576,1,175.126,301.727,83.553,17591217.34,SAO,_2008
C/1760 B1 (Messier),-36148,0.80139,1,79.084,273.928,143.007,17591127.5,SAO,_2008
C/1762 K1 (Klinkenberg),-35235,1.00905,1,85.668,115.48,351.868,17620528.84,SAO,_2008
C/1763 S1 (Messier),-34713,0.49818,1,72.497,88.571,359.747,17631102.37,SAO,_2008
C/1764 A1 (Messier),-34610,0.55522,1,127.089,104.859,123.388,17640213.07,SAO,_2008
C/1766 E1 (Messier),-33874,0.50532,1,139.152,100.879,247.411,17660217.86,SAO,_2008
D/1766 G1 (Helfenzrieder),-33800,0.40603,0.84763,7.865,178.699,76.263,17660427.91,SAO,_2008
C/1769 P1 (Messier),-32546,0.122755,0.999249,40.7338,329.1226,178.293,17691008.12,SAO,_2008
D/1770 L1 (Lexell),-32236,0.674449,0.786119,1.5517,225.0161,134.4673,17700814.04,SAO,_2008
C/1771 A1 (Great comet),-32135,0.52824,1,148.555,260.375,111.944,17701122.74,SAO,_2008
C/1771 G1 (Messier),-31987,0.901835,1,11.2891,76.2251,30.9963,17710419.63,SAO,_2008
C/1773 T1 (Messier),-31117,1.12689,1,61.22,314.117,124.236,17730906.11,SAO,_2008
C/1774 P1 (Montaigne),-30773,1.42858,1,82.978,136.533,183.974,17740815.95,SAO,_2008
C/1779 A1 (Bode),-29114,0.713178,1,32.4406,62.1743,28.1368,17790104.58,SAO,_2008
C/1780 U1 (Montaigne-Olbers),-28476,0.51528,1,107.917,255.165,145.082,17801129.35,SAO,_2008
C/1780 U2 (Messier),-28535,0.09926,1,126.177,237.827,127.231,17801001.25,SAO,_2008
C/1781 M1 (Mechain),-28255,0.77586,1,81.724,156.209,86.057,17810707.69,SAO,_2008
C/1781 T1 (Mechain),-28110,0.961,1,152.801,61.392,80.482,17811130.02,SAO,_2008
C/1783 X1 (Great comet),-27327,0.70786,1,128.859,336.115,59.856,17840121.7,SAO,_2008
C/1785 A1 (Messier-Mechain),-26955,1.1434,1,70.238,205.632,267.214,17850127.83,SAO,_2008
C/1785 E1 (Mechain),-26884,0.42724,0.99646,92.639,127.203,67.688,17850408.91,SAO,_2008
C/1786 P1 (Herschel),-26426,0.410712,1,50.8921,325.0517,197.4005,17860708.38,SAO,_2008
C/1787 G1 (Mechain),-26122,0.34891,1,131.724,99.158,109.852,17870511.33,SAO,_2008
C/1788 W1 (Messier),-25572,1.06301,1,167.512,57.844,159.926,17881110.81,SAO,_2008
C/1790 A1 (Herschel),-25141,0.7581,1,148.068,115.951,179.125,17900115.71,SAO,_2008
C/1790 H1 (Herschel),-25015,0.79796,1,116.147,119.48,36.118,17900521.74,SAO,_2008
C/1791 X1 (Herschel),-24413,1.29258,1,140.211,154.347,193.596,17920114.04,SAO,_2008
C/1793 A1 (Gregory),-24064,0.96581,1,131.003,147.167,286.16,17921227.7,SAO,_2008
C/1793 S1 (Perny),-23737,1.504546,1,51.9362,69.3361,5.175,17931120,SAO,_2008
C/1793 S2 (Messier),-23752,0.40344,1,119.642,239.81,111.383,17931105.34,SAO,_2008
C/1796 F1 (Olbers),-22872,1.579636,1,115.1716,184.297,19.8977,17960403.27,SAO,_2008
C/1797 P1 (Bouvard-Herschel),-22409,0.52545,1,129.427,279.683,332.094,17970709.61,SAO,_2008
C/1798 G1 (Messier),-22140,0.48503,1,43.783,343.002,124.922,17980405.01,SAO,_2008
C/1798 X1 (Bouvard),-21869,0.77479,1,137.746,215.878,252.28,17990101.41,SAO,_2008
C/1799 P1 (Mechain),-21619,0.83986,1,129.062,95.828,102.326,17990907.69,SAO,_2008
C/1799 Y1 (Mechain),-21510,0.6258,1,102.996,136.471,329.609,17991226.4,SAO,_2008
C/1801 N1 (Pons),-20919,0.25641,1,159.267,219.84,45.313,18010809.06,SAO,_2008
C/1802 Q1 (Pons),-20522,1.094249,1,57.0108,21.8478,313.0142,18020910.36,SAO,_2008
C/1804 E1 (Pons),-20000,1.071168,1,56.4522,331.9459,179.5344,18040214.09,SAO,_2008
C/1806 V1 (Pons),-18951,1.081927,1,144.9537,225.2131,324.9868,18061229.41,SAO,_2008
C/1807 R1 (Great comet),-18687,0.646124,0.995488,63.1762,4.097,269.4837,18070919.24,SAO,_2008
C/1808 F1 (Pons),-18450,0.38986,1,134.303,253.743,325.642,18080513.45,SAO,_2008
C/1808 M1 (Pons),-18389,0.607953,1,140.705,131.5607,26.877,18080712.67,SAO,_2008
C/1810 Q1 (Pons),-17573,0.969623,1,62.9454,114.9175,311.5035,18101006.74,SAO,_2008
C/1811 F1 (Great comet),-17240,1.035412,0.995125,106.9342,65.4097,143.0497,18110912.76,SAO,_2008
C/1811 W1 (Pons),-17172,1.581701,0.980916,31.2554,314.5022,95.6306,18111111.54,SAO,_2008
C/1813 C1 (Pons),-16693,0.699314,1,158.8486,170.5629,243.1457,18130305.02,SAO,_2008
C/1813 G1 (Pons),-16617,1.214703,1,99.0577,205.1622,45.275,18130520.09,SAO,_2008
C/1816 B1 (Pons),-15600,0.0485,1,43.111,304.326,325.829,18160301.85,SAO,_2008
C/1817 Y1 (Pons),-14838,1.197821,1,89.7518,112.3619,72.995,18180226.47,SAO,_2008
C/1818 W2 (Pons),-14592,0.855096,1,116.9058,348.1071,92.5372,18181205.43,SAO,_2008
C/1819 N1 (Great comet),-14387,0.341514,1,80.7517,13.4158,276.2349,18190628.22,SAO,_2008
C/1821 B1 (Nicollet-Pons),-13754,0.091823,1,106.4613,169.2121,51.1843,18210322.04,SAO,_2008
C/1822 J1 (Gambart),-13344,0.504429,1,126.3969,344.6905,179.9345,18220506.08,SAO,_2008
C/1822 K1 (Pons),-13273,0.84713,1,143.6913,237.7758,100.2415,18220716.33,SAO,_2008
C/1822 N1 (Pons),-13160,1.145099,0.996316,127.3429,181.1055,95.2425,18221024.27,SAO,_2008
C/1823 Y1 (Great comet),-12694,0.226742,1,103.8194,28.4867,305.5054,18231209.93,SAO,_2008
C/1824 N1 (Rumker),-12546,0.591671,1,125.4324,334.08,236.7952,18240712.02,SAO,_2008
C/1824 O1 (Scheithauer),-12466,1.049835,1,54.5985,85.2292,281.7415,18240929.57,SAO,_2008
C/1825 K1 (Gambart),-12240,0.889011,0.996395,123.3414,106.191,22.5831,18250531.02,SAO,_2008
C/1825 N1 (Pons),-12040,1.240846,0.995431,146.4353,256.9174,218.1296,18251211.19,SAO,_2008
C/1825 P1 (Pons),-12143,0.883471,1,89.6749,177.2965,195.3795,18250819.21,SAO,_2008
C/1825 V1 (Pons),-11897,2.007734,1,39.9903,279.3841,200.059,18260422.46,SAO,_2008
C/1826 P1 (Pons),-11720,0.852878,0.997492,25.9496,13.8101,46.4025,18261009.48,SAO,_2008
C/1826 U1 (Pons),-11686,0.026904,1,90.6234,279.5835,237.5505,18261118.91,SAO,_2008
C/1826 Y1 (Pons),-11608,0.506166,1,102.3898,151.034,186.9924,18270205.41,SAO,_2008
C/1827 P1 (Pons),-11389,0.137758,1,125.8788,258.7039,152.1007,18270912.17,SAO,_2008
C/1830 F1 (Great comet),-10426,0.921424,1,21.257,5.7962,208.7642,18300409.8,SAO,_2008
C/1831 A1 (Great comet),-10186,0.125887,1,135.263,26.8884,340.2392,18301228.16,SAO,_2008
C/1832 O1 (Gambart),-9613,1.183005,1,136.6727,204.6342,74.8269,18320926.07,SAO,_2008
C/1833 S1 (Dunlop),-9198,0.458122,1,7.3488,259.5795,325.5873,18330910.69,SAO,_2008
C/1834 E1 (Gambart),-8994,0.513106,1,5.9759,49.9876,229.0377,18340403.29,SAO,_2008
C/1835 H1 (Boguslawski),-8635,2.040153,1,170.8846,210.563,60.7681,18350327.71,SAO,_2008
C/1839 X1 (Galle),-6891,0.618434,1,53.0716,72.2671,122.1788,18400104.98,SAO,_2008
C/1840 B1 (Galle),-6840,1.220451,0.99325,120.7807,156.6198,239.0658,18400313.62,SAO,_2008
C/1840 E1 (Galle),-6802,0.748504,1,79.8512,138.044,188.2715,18400402.94,SAO,_2008
C/1840 U1 (Bremiker),-6560,1.479951,0.965941,57.9043,133.5127,251.2145,18401114.07,SAO,_2008
C/1842 U1 (Laugier),-5815,0.504685,1,106.4213,240.4937,210.0089,18421216.46,SAO,_2008
C/1843 D1 (Great March comet),-5741,0.005527,0.999914,144.3548,82.639,3.5272,18430227.91,SAO,_2008
C/1843 J1 (Mauvais),-5673,1.616305,1,52.7241,124.2527,159.4411,18430506.56,SAO,_2008
C/1844 N1 (Mauvais),-5160,0.855401,0.999757,131.4092,211.2748,33.8483,18441017.85,SAO,_2008
C/1844 Y1 (Great comet),-5080,0.250537,0.999302,45.5651,177.5055,120.591,18441214.19,SAO,_2008
C/1844 Y2 (d'Arrest),-5060,0.905204,1,46.8605,114.5819,338.9135,18450108.66,SAO,_2008
C/1845 D1 (de Vico),-4961,1.254549,1,56.4038,205.4516,349.2811,18450421.54,SAO,_2008
C/1845 L1 (Great June comet),-4912,0.401077,1,131.0985,75.7977,339.9729,18450606.18,SAO,_2008
C/1846 B1 (de Vico),-4681,1.480703,0.992403,47.4257,337.9898,113.2746,18460122.59,SAO,_2008
C/1846 J1 (Brorsen),-4547,0.63376,0.990414,150.6809,99.7253,263.9889,18460605.97,SAO,_2008
C/1846 O1 (de Vico-Hind),-4556,1.375992,1,122.3771,78.7517,163.4642,18460528.4,SAO,_2008
C/1846 S1 (de Vico),-4401,0.830669,1,49.7196,93.9763,6.8369,18461030.28,SAO,_2008
C/1847 C1 (Hind),-4240,0.042593,0.99991,48.6636,254.3565,23.824,18470330.78,SAO,_2008
C/1847 J1 (Colla),-4200,2.115749,1.000723,100.4185,32.3587,176.0849,18470605.23,SAO,_2008
C/1847 N1 (Mauvais),-4120,1.766058,0.998589,96.5817,91.5248,340.4045,18470809.84,SAO,_2008
C/1847 Q1 (Schweizer),-4117,1.484824,1,147.3551,55.4717,78.8836,18470809.85,SAO,_2008
C/1847 T1 (Mitchell),-4040,0.329025,1.000172,108.1326,276.609,192.9665,18471114.9,SAO,_2008
C/1848 P1 (Petersen),-3721,0.319947,1,95.5938,260.9477,213.6499,18480908.55,SAO,_2008
C/1848 U1 (Petersen),-3588,0.959782,1,85.04,208.0066,217.3332,18490119.85,SAO,_2008
C/1849 G1 (Schweizer),-3440,0.89436,0.998427,66.9587,236.5868,32.635,18490608.71,SAO,_2008
C/1849 G2 (Goujon),-3480,1.159406,1.00094,67.1526,33.1621,204.6602,18490526.99,SAO,_2008
C/1850 J1 (Petersen),-3040,1.081429,0.998599,68.1848,180.5495,94.9833,18500724.03,SAO,_2008
C/1850 Q1 (Bond),-2950,0.565586,1,40.0621,243.2029,208.1112,18501019.84,SAO,_2008
C/1851 P1 (Brorsen),-2639,0.984753,1,38.2035,87.2603,225.7722,18510826.75,SAO,_2008
C/1851 U1 (Brorsen),-2604,0.142053,1,73.9862,294.4471,46.4289,18511001.3,SAO,_2008
C/1852 K1 (Chacornac),-2402,0.905406,1,131.1243,37.2061,319.2712,18520420.09,SAO,_2008
C/1853 E1 (Secchi),-2091,1.092195,1,159.7566,275.9051,71.6574,18530224.52,SAO,_2008
C/1853 G1 (Schweizer),-2000,0.908693,0.989286,122.1955,199.2335,43.0218,18530510.33,SAO,_2008
C/1853 L1 (Klinkerfues),-1920,0.306834,1.00025,61.5008,170.4413,142.5664,18530902.21,SAO,_2008
C/1853 R1 (Bruhns),-1840,0.172863,1.000664,118.9963,277.8407,222.1161,18531017.12,SAO,_2008
C/1853 W1 (van Arsdale),-1778,2.044645,1,113.8757,170.9202,229.0785,18540104.44,SAO,_2008
C/1854 F1 (Great comet),-1698,0.277064,1,97.4867,101.6255,317.496,18540324.51,SAO,_2008
C/1854 L1 (Klinkerfues),-1609,0.648092,1,108.7032,74.5689,349.6985,18540622.5,SAO,_2008
C/1854 R1 (Klinkerfues),-1480,0.798762,0.993246,40.9201,129.8988,326.5162,18541028.01,SAO,_2008
C/1854 Y1 (Winnecke-Dien),-1432,1.359463,0.991309,14.152,287.0725,240.2563,18541216.31,SAO,_2008
C/1855 G1 (Schweizer),-1380,2.193526,0.965185,128.5764,323.0929,191.7463,18550205.55,SAO,_2008
C/1855 L1 (Donati),-1280,0.567564,0.98578,156.8707,22.4883,262.2306,18550530.65,SAO,_2008
C/1855 V1 (Bruhns),-1087,1.230983,1,169.824,325.6152,53.6616,18551125.89,SAO,_2008
C/1857 D1 (d'Arrest),-605,0.772493,1,87.9479,121.5663,315.1526,18570321.87,SAO,_2008
C/1857 M1 (Klinkerfues),-487,0.367535,1,121.0332,134.0658,25.6944,18570718.47,SAO,_2008
C/1857 O1 (Peters),-440,0.746843,0.980414,32.7565,180.944,202.8313,18570824.5,SAO,_2008
C/1857 Q1 (Klinkerfues),-412,0.562898,0.996913,123.9614,124.8444,16.955,18571001.38,SAO,_2008
C/1857 V1 (Donati-van Arsdale),-362,1.009088,1,142.1557,95.1021,141.3074,18571119.56,SAO,_2008
C/1858 K1 (Bruhns),-164,0.544261,1,99.9713,98.8587,326.9503,18580605.8,SAO,_2008
C/1858 L1 (Donati),-40,0.578469,0.996295,116.9512,129.1144,167.3044,18580930.46,SAO,_2008
C/1858 R1 (Tuttle),-35,1.427002,1,158.7051,155.5411,161.7449,18581013.31,SAO,_2008
C/1859 G1 (Tempel),194,0.201032,1,95.4894,282.0049,359.3146,18590529.73,SAO,_2008
C/1860 D1-A (Liais),457,1.198875,1,79.6819,209.7599,326.0179,18600217.12,SAO,_2008
C/1860 D1-B (Liais),457,1.198174,1,79.6193,209.688,326.0119,18600217.17,SAO,_2008
C/1860 H1 (Rumker),475,1.306664,1,48.236,41.2172,10.8261,18600306.07,SAO,_2008
C/1860 M1 (Great comet),632,0.292885,1,79.3233,76.8841,86.6271,18600616.56,SAO,_2008
C/1860 U1 (Tempel),676,0.682653,1,32.2097,311.9767,46.7744,18600922.81,SAO,_2008
C/1861 G1 (Thatcher),920,0.9207,0.983465,79.7733,213.4496,31.8674,18610603.89,SAO,_2008
C/1861 J1 (Great comet),920,0.822384,0.98507,85.4424,330.0841,280.9099,18610612.01,SAO,_2008
C/1861 Y1 (Tuttle),1117,0.839027,1,138.0019,331.5973,147.0373,18611207.67,SAO,_2008
C/1862 N1 (Schmidt),1325,0.981328,1,172.1091,27.1664,328.4371,18620622.53,SAO,_2008
C/1862 W1 (Respighi),1503,0.803238,1,137.5412,230.5764,357.6952,18621228.67,SAO,_2008
C/1862 X1 (Bruhns),1520,0.794764,1.000049,85.3553,74.4657,118.8387,18630203.99,SAO,_2008
C/1863 G1 (Klinkerfues),1600,1.068038,0.999159,112.6209,3.9669,253.1661,18630405.4,SAO,_2008
C/1863 G2 (Respighi),1600,0.628781,0.999079,85.4961,55.5925,252.0825,18630421.36,SAO,_2008
C/1863 T1 (Baeker),1880,1.313114,1.000665,83.3151,78.1166,106.9346,18631229.67,SAO,_2008
C/1863 V1 (Tempel),1800,0.706413,0.998879,78.0817,357.2129,99.394,18631109.97,SAO,_2008
C/1863 Y1 (Respighi),1899,0.771492,1,64.4906,115.6692,306.6287,18631228.26,SAO,_2008
C/1864 N1 (Tempel),2080,0.90929,0.996351,178.1269,151.5802,97.6742,18640816.08,SAO,_2008
C/1864 O1 (Donati-Toussaint),2160,0.931212,0.999358,109.7124,232.4593,33.6662,18641011.89,SAO,_2008
C/1864 R1 (Donati),2080,0.626106,1,134.9822,346.0949,176.8808,18640728.31,SAO,_2008
C/1864 X1 (Baeker),2228,0.770731,1,48.8623,118.4522,205.1126,18641222.95,SAO,_2008
C/1864 Y1 (Bruhns),2252,1.114634,1,162.8931,178.4993,342.7789,18641228.22,SAO,_2008
C/1865 B1 (Great southern comet),2251,0.025844,1,92.4945,111.7175,254.8252,18650114.83,SAO,_2008
C/1867 S1 (Baeker-Winnecke),3277,0.330359,1,96.5735,148.6408,66.8417,18671107.46,SAO,_2008
C/1868 L1 (Winnecke),3510,0.578577,1,131.5581,126.6431,54.1124,18680626.98,SAO,_2008
C/1869 T1 (Tempel),3980,1.230731,1,111.6853,188.194,313.3277,18691010.35,SAO,_2008
C/1870 K1 (Winnecke),4258,1.008692,1,121.7835,198.2279,143.5674,18700714.58,SAO,_2008
C/1870 Q1 (Coggia),4308,1.816602,1,99.358,354.9389,14.7591,18700902.67,SAO,_2008
C/1870 W1 (Winnecke),4416,0.389262,1,147.2703,90.6273,96.5866,18701220.38,SAO,_2008
C/1871 G1 (Winnecke),4589,0.6543,0.997814,87.6034,222.5068,281.1122,18710611.1,SAO,_2008
C/1871 L1 (Tempel),4590,1.083363,1,101.9782,96.322,213.703,18710727.53,SAO,_2008
C/1871 V1 (Tempel),4800,0.691268,0.995714,98.2992,242.8935,148.9291,18711220.87,SAO,_2008
C/1873 Q1 (Borrelly),5400,0.794061,0.996482,95.9662,193.7729,232.3621,18730911.28,SAO,_2008
C/1873 Q2 (Henry),5440,0.384913,0.99973,121.4625,233.7544,178.4959,18731002.27,SAO,_2008
C/1874 D1 (Winnecke),5592,0.044568,1,58.8932,269.5098,32.0541,18740310.43,SAO,_2008
C/1874 G1 (Winnecke),5657,0.885773,1,148.4122,331.7167,275.8486,18740314.44,SAO,_2008
C/1874 H1 (Coggia),5720,0.675782,0.99882,66.3439,152.3804,120.495,18740709.36,SAO,_2008
C/1874 O1 (Borrelly),5762,0.982649,0.998831,41.8266,92.6123,253.2797,18740827.34,SAO,_2008
C/1874 Q1 (Coggia),5720,1.687985,0.962822,34.1267,149.585,217.6274,18740718.2,SAO,_2008
C/1874 X1 (Borrelly),5815,0.508226,1,99.2205,16.2682,283.7164,18741019.44,SAO,_2008
C/1877 C1 (Borrelly),6639,0.807441,1,152.8948,347.1611,188.9608,18770119.68,SAO,_2008
C/1877 G1 (Winnecke),6727,0.94998,0.9987,121.1548,63.1204,318.3341,18770418.16,SAO,_2008
C/1877 G2 (Swift),6720,1.009053,0.997923,77.1916,116.7721,347.7984,18770427.31,SAO,_2008
C/1877 R1 (Coggia),6874,1.575904,1,102.2274,143.2049,252.7106,18770911.72,SAO,_2008
C/1877 T1 (Tempel),6798,1.070451,1,115.7261,103.2436,185.9981,18770627.57,SAO,_2008
C/1878 N1 (Swift),7186,1.391967,1,78.1761,177.5898,103.9645,18780721.19,SAO,_2008
C/1879 M1 (Swift),7467,0.896547,1,107.044,3.7528,47.4546,18790427.92,SAO,_2008
C/1879 Q1 (Palisa),7627,0.989608,1,77.1302,115.456,88.8689,18791005.13,SAO,_2008
C/1879 Q2 (Hartwig),7591,0.99148,1,107.7629,84.2634,34.1187,18790829.78,SAO,_2008
C/1880 C1 (Great southern comet),7742,0.005494,1,144.6666,86.2486,7.7774,18800128.12,SAO,_2008
C/1880 G1 (Schaeberle),7880,1.814412,1.000813,123.0563,145.1676,258.9247,18800702.2,SAO,_2008
C/1880 S1 (Hartwig),7965,0.354634,1,141.9119,323.1288,47.0065,18800907.44,SAO,_2008
C/1880 Y1 (Pechule),8100,0.659736,1,60.7007,11.6877,251.0495,18801109.92,SAO,_2008
C/1881 J1 (Swift),8221,0.59109,1,77.9336,173.8057,128.1073,18810520.94,SAO,_2008
C/1881 K1 (Great comet),8312,0.73454916,0.99610132,63.42777,354.23626,272.6308,18810616.94,JPL,6
C/1881 N1 (Schaeberle),8316,0.633542,1,140.2281,122.1455,98.7236,18810822.81,SAO,_2008
C/1881 S1 (Barnard),8338,0.4492,1,112.816,6.286,275.8195,18810914.87,SAO,_2008
C/1881 W1 (Swift),8404,1.924973,0.990169,144.8016,117.9488,183.0394,18811120.24,SAO,_2008
C/1882 F1 (Wells),8616,0.06076256,0.99999365,73.7974,208.98463,206.58976,18820611.03,JPL,1
C/1882 R1-A (Great September comet),8709,0.00775,0.999899,142.0112,69.5843,347.6563,18820917.72,SAO,_2008
C/1882 R1-B (Great September comet),8798,0.00775263,0.999907,142.0207,69.60913,347.68586,18820917.72,JPL,1
C/1882 R1-C (Great September comet),8709,0.007751,0.999915,142.0105,69.584,347.6545,18820917.72,SAO,_2008
C/1882 R1-D (Great September comet),8709,0.007749,0.99992,142.0093,69.5808,347.651,18820917.72,SAO,_2008
C/1882 R2 (Barnard),8785,0.955567,1,96.1466,254.2883,250.7703,18821113.48,JPL,1
C/1883 D1 (Brooks-Swift),8860,0.760062,1,78.0648,110.8946,279.7735,18830219.45,SAO,_2008
C/1884 A1 (Ross),9170,0.309607,1,114.977,138.5968,265.9925,18831225.79,SAO,_2008
D/1884 O1 (Barnard),9320,1.279482,0.583252,5.4701,301.0508,6.7602,18840816.97,SAO,_2008
C/1885 N1 (Barnard),9759,2.506732,1,80.624,178.5163,93.8996,18850806.18,SAO,_2008
C/1885 R1 (Brooks),9760,0.749149,0.982264,59.097,42.8501,206.3675,18850810.66,SAO,_2008
C/1885 X1 (Fabry),9924,0.64237885,1.00035702,82.6293,126.59003,37.9627,18860406.46,JPL,2
C/1885 X2 (Barnard),9938,0.47925584,1.00020077,84.44109,119.62458,69.90999,18860503.79,JPL,3
C/1885 Y1 (Brooks),9871,1.079545,1,42.4422,35.5904,263.8113,18851126.01,SAO,_2008
C/1886 H1 (Brooks),10080,0.269803,0.996783,87.6615,201.2872,194.2045,18860607.89,SAO,_2008
C/1886 J1 (Brooks),10031,0.84199,1,100.218,38.559,289.365,18860504.95,SAO,_2008
D/1886 K1 (Brooks),9960,1.325273,0.571388,12.671,176.8756,55.1391,18860607.21,SAO,_2008
C/1886 T1 (Barnard-Hartwig),10240,0.663317,1.000408,101.6154,86.3484,138.9713,18861217,SAO,_2008
C/1887 B1 (Great southern comet),10283,0.00483,1,144.383,83.513,4.585,18870111.93,SAO,_2008
C/1887 B2 (Brooks),10360,1.630145,0.983694,104.2738,159.4231,281.5113,18870317.89,SAO,_2008
C/1887 B3 (Barnard),10373,1.480714,1,85.5867,31.9115,259.7963,18861128.91,SAO,_2008
C/1887 D1 (Barnard),10326,1.006455,1,139.7763,36.5539,137.0419,18870328.94,SAO,_2008
C/1887 J1 (Barnard),10440,1.393813,0.996093,17.5479,15.0876,246.8451,18870617.16,SAO,_2008
C/1888 D1 (Sawerthal),10720,0.698772,0.995874,42.2482,359.9049,246.9623,18880317.5,SAO,_2008
C/1888 P1 (Brooks),10850,0.902226,0.999908,74.1904,59.2168,103.0576,18880731.64,SAO,_2008
C/1888 R1 (Barnard),11040,1.814916,1.00123,166.3842,340.4642,358.9751,18890131.67,SAO,_2008
C/1888 U1 (Barnard),10880,1.527853,0.991488,56.3425,290.8087,139.0896,18880913.28,SAO,_2008
C/1889 G1 (Barnard),11160,2.255596,0.999818,163.8517,236.0618,312.2212,18890611.31,SAO,_2008
C/1889 O1 (Davidson),11200,1.039721,0.997611,65.9916,345.8619,287.7115,18890719.78,SAO,_2008
C/1889 X1 (Borrelly),11394,0.269796,1,56.7537,199.8551,10.0183,18900126.98,SAO,_2008
C/1890 F1 (Brooks),11627,1.90760698,1.00033489,120.56903,68.93149,321.87682,18900602.05,JPL,2
C/1890 O1 (Coggia),11578,0.764087,1,63.3509,85.6608,15.8347,18900709.04,SAO,_2008
C/1890 O2 (Denning),11640,1.260223,0.999187,98.9373,163.0523,101.659,18900925.01,SAO,_2008
C/1890 V1 (Zona),11586,2.046694,0.995872,154.307,331.2842,86.9342,18900807.38,SAO,_2008
C/1891 F1 (Barnard-Denning),11850,0.397896,1,120.5116,178.7501,195.4535,18910428.02,SAO,_2008
C/1891 T1 (Barnard),12050,0.971089,1,77.988,269.5671,219.5276,18911114.04,SAO,_2008
C/1892 E1 (Swift),12200,1.026832,0.998731,38.7002,24.4974,242.4297,18920407.15,SAO,_2008
C/1892 F1 (Denning),12240,1.970726,1.000371,89.6959,129.3189,254.939,18920511.73,SAO,_2008
C/1892 Q1 (Brooks),12480,0.975989,1.000441,24.8012,252.653,266.0346,18921228.59,SAO,_2008
C/1892 W1 (Brooks),12473,1.195108,1,143.8494,85.214,187.1426,18930106.99,SAO,_2008
C/1893 N1 (Rordame-Quenisset),12640,0.674549,0.99946,159.9804,47.1176,338.8337,18930707.77,SAO,_2008
C/1893 U1 (Brooks),12726,0.811991,0.996489,129.8233,347.4515,176.4141,18930919.72,SAO,_2008
D/1894 F1 (Denning),12880,1.147,0.697887,5.5274,46.3504,85.7329,18940209.93,SAO,_2008
C/1894 G1 (Gale),12920,0.983032,0.989884,86.9666,324.1843,207.8852,18940413.89,SAO,_2008
D/1895 Q1 (Swift),13430,1.297763,0.652013,2.9923,167.7817,171.7537,18950821.32,SAO,_2008
C/1895 W1 (Perrine),13579,0.19197697,1.00005168,141.62634,272.66639,321.95544,18951218.83,JPL,1
C/1895 W2 (Brooks),13488,0.843034,1,76.2461,298.7831,84.5467,18951021.55,SAO,_2008
C/1896 C1 (Perrine-Lamp),13610,0.5873337,1,155.73382,358.32079,210.27278,18960201.28,JPL,1
